Triplet_ID,PDB_ID,Common,V1,V2,region_common_V1,region_common_V2
1,6ted,O00267,P63272,Q92541,O00267:Z(176-781) | P63272:Y(2-117),O00267:Z(176-781) | Q92541:R(353-600)
92,6uzz,P51787,P0DP23,P0DP24,P51787:C(104-424) | P0DP23:D(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:C(104-424) | P0DP23:D(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:C(104-424) | P0DP23:D(6-149),P51787:G(104-424) | P0DP24:B(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:C(104-424) | P0DP23:D(6-149),P51787:E(104-424) | P0DP24:F(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:C(104-424) | P0DP23:D(6-149),P51787:E(104-424) | P0DP24:H(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:C(104-424) | P0DP23:D(6-149),P51787:C(104-424) | P0DP24:F(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:C(104-424) | P0DP23:D(6-149),P51787:C(104-424) | P0DP24:D(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:C(104-424) | P0DP23:D(6-149),P51787:A(104-424) | P0DP24:D(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:B(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:B(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:B(6-149),P51787:G(104-424) | P0DP24:B(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:B(6-149),P51787:E(104-424) | P0DP24:F(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:B(6-149),P51787:E(104-424) | P0DP24:H(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:B(6-149),P51787:C(104-424) | P0DP24:F(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:B(6-149),P51787:C(104-424) | P0DP24:D(6-149)
92,6uzz,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:B(6-149),P51787:A(104-424) | P0DP24:D(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:E(6-149),P51787:D(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:E(6-149),P51787:D(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:E(6-149),P51787:A(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:E(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:E(6-149),P51787:J(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:E(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:E(6-149),P51787:G(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:E(6-149),P51787:J(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:E(6-149),P51787:D(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:E(6-149),P51787:D(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:E(6-149),P51787:A(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:E(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:E(6-149),P51787:J(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:E(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:E(6-149),P51787:G(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:E(6-149),P51787:J(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:K(6-149),P51787:D(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:K(6-149),P51787:D(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:K(6-149),P51787:A(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:K(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:K(6-149),P51787:J(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:K(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:K(6-149),P51787:G(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:K(6-149),P51787:J(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:K(6-149),P51787:D(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:K(6-149),P51787:D(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:K(6-149),P51787:A(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:K(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:K(6-149),P51787:J(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:K(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:K(6-149),P51787:G(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:K(6-149),P51787:J(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:B(6-149),P51787:D(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:B(6-149),P51787:D(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:B(6-149),P51787:A(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:B(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:B(6-149),P51787:J(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:B(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:B(6-149),P51787:G(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:J(104-424) | P0DP23:B(6-149),P51787:J(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:H(6-149),P51787:D(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:H(6-149),P51787:D(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:H(6-149),P51787:A(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:H(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:H(6-149),P51787:J(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:H(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:H(6-149),P51787:G(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:D(104-424) | P0DP23:H(6-149),P51787:J(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:B(6-149),P51787:D(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:B(6-149),P51787:D(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:B(6-149),P51787:A(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:B(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:B(6-149),P51787:J(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:B(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:B(6-149),P51787:G(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:A(104-424) | P0DP23:B(6-149),P51787:J(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:H(6-149),P51787:D(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:H(6-149),P51787:D(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:H(6-149),P51787:A(104-424) | P0DP24:E(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:H(6-149),P51787:G(104-424) | P0DP24:H(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:H(6-149),P51787:J(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:H(6-149),P51787:A(104-424) | P0DP24:B(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:H(6-149),P51787:G(104-424) | P0DP24:K(6-149)
92,6v01,P51787,P0DP23,P0DP24,P51787:G(104-424) | P0DP23:H(6-149),P51787:J(104-424) | P0DP24:B(6-149)
93,5xtd,P51970,O43674,O95167,P51970:u(4-172) | O43674:a(52-189),P51970:u(4-172) | O95167:U(2-84)
93,5xtc,P51970,O43674,O95167,P51970:u(4-172) | O43674:a(52-189),P51970:u(4-172) | O95167:U(2-84)
94,1yr5,P53355,P0DP23,P0DP24,P53355:B(302-320) | P0DP23:A(4-149),P53355:B(302-320) | P0DP24:A(4-149)
95,5a9q,P57740,P52948,Q12769,P57740:4(150-924) | P52948:5(1157-1631),P57740:4(150-924) | Q12769:1(41-1201)
95,5a9q,P57740,P52948,Q12769,P57740:V(150-924) | P52948:W(1157-1631),P57740:4(150-924) | Q12769:1(41-1201)
95,5a9q,P57740,P52948,Q12769,P57740:D(150-924) | P52948:E(1157-1631),P57740:4(150-924) | Q12769:1(41-1201)
95,5a9q,P57740,P52948,Q12769,P57740:M(150-924) | P52948:N(1157-1631),P57740:4(150-924) | Q12769:1(41-1201)
96,2b5i,P60568,P14784,P01589,P60568:A(26-153) | P14784:B(32-233),P60568:A(26-153) | P01589:D(22-186)
96,2erj,P60568,P14784,P01589,P60568:D(23-153) | P14784:B(32-232),P60568:H(23-153) | P01589:E(22-186)
96,2erj,P60568,P14784,P01589,P60568:D(23-153) | P14784:B(32-232),P60568:D(23-153) | P01589:A(22-186)
96,2erj,P60568,P14784,P01589,P60568:H(23-153) | P14784:F(32-232),P60568:H(23-153) | P01589:E(22-186)
96,2erj,P60568,P14784,P01589,P60568:H(23-153) | P14784:F(32-232),P60568:D(23-153) | P01589:A(22-186)
97,5w5d,P60880,P63027,P21579,P60880:D(142-195) | P63027:A(29-66),P60880:D(142-195) | P21579:F(271-422)
97,5ccg,P60880,P63027,P21579,P60880:D(141-204) | P63027:A(28-89),P60880:D(141-204) | P21579:E(142-420)
97,5ccg,P60880,P63027,P21579,P60880:D(141-204) | P63027:A(28-89),P60880:J(141-203) | P21579:K(142-420)
97,5kj7,P60880,P63027,P21579,P60880:D(141-204) | P63027:A(28-89),P60880:D(141-204) | P21579:E(142-420)
97,5kj7,P60880,P63027,P21579,P60880:D(141-204) | P63027:A(28-89),P60880:J(141-203) | P21579:K(142-420)
97,5ccg,P60880,P63027,P21579,P60880:J(141-203) | P63027:G(28-89),P60880:D(141-204) | P21579:E(142-420)
97,5ccg,P60880,P63027,P21579,P60880:J(141-203) | P63027:G(28-89),P60880:J(141-203) | P21579:K(142-420)
97,5kj7,P60880,P63027,P21579,P60880:J(141-203) | P63027:G(28-89),P60880:D(141-204) | P21579:E(142-420)
97,5kj7,P60880,P63027,P21579,P60880:J(141-203) | P63027:G(28-89),P60880:J(141-203) | P21579:K(142-420)
97,5cch,P60880,P63027,P21579,P60880:D(141-203) | P63027:A(28-89),P60880:D(141-203) | P21579:E(142-421)
97,5cci,P60880,P63027,P21579,P60880:D(141-203) | P63027:A(28-89),P60880:D(141-203) | P21579:E(142-421)
97,5kj8,P60880,P63027,P21579,P60880:J(141-203) | P63027:G(28-89),P60880:J(141-203) | P21579:K(142-420)
97,5kj8,P60880,P63027,P21579,P60880:J(141-203) | P63027:G(28-89),P60880:D(142-204) | P21579:E(142-420)
97,5kj8,P60880,P63027,P21579,P60880:D(142-204) | P63027:A(28-89),P60880:J(141-203) | P21579:K(142-420)
97,5kj8,P60880,P63027,P21579,P60880:D(142-204) | P63027:A(28-89),P60880:D(142-204) | P21579:E(142-420)
97,2n1t,P60880,P63027,P21579,P60880:D(131-204) | P63027:A(25-93),P60880:C(7-83) | P21579:E(272-419)
97,2n1t,P60880,P63027,P21579,P60880:C(7-83) | P63027:A(25-93),P60880:C(7-83) | P21579:E(272-419)
98,5vfr,P60900,O00232,P25788,P60900:G(6-244) | O00232:W(1-456),P60900:g(5-244) | P25788:m(6-245)
98,5vfr,P60900,O00232,P25788,P60900:G(6-244) | O00232:W(1-456),P60900:G(6-244) | P25788:M(6-245)
98,5ln3,P60900,O00232,P25788,P60900:A(8-246) | O00232:P(35-456),P60900:A(8-246) | P25788:G(5-246)
98,5t0j,P60900,O00232,P25788,P60900:G(5-244) | O00232:W(1-456),P60900:G(5-244) | P25788:M(6-245)
99,7bbd,P61088,P19474,Q15819,P61088:C(1-152) | P19474:B(1-82),P61088:C(1-152) | Q15819:A(1-144)
100,6ybd,P61247,Q14152,P08708,P61247:O(23-233) | Q14152:u(1-572),P61247:O(23-233) | P08708:M(79-132)
101,6wm2,P61421,Q15904,Q16864,P61421:Q(2-351) | Q15904:U(254-458),P61421:Q(2-351) | Q16864:N(4-113)
101,6wm3,P61421,Q15904,Q16864,P61421:Q(1-351) | Q15904:U(255-458),P61421:Q(1-351) | Q16864:N(4-113)
101,6wm4,P61421,Q15904,Q16864,P61421:Q(1-351) | Q15904:U(255-458),P61421:Q(1-351) | Q16864:N(4-113)
102,5cvn,P62068,P0CG47,Q8TAF3,P62068:B(31-366) | P0CG47:D(77-152),P62068:B(31-366) | Q8TAF3:A(13-562)
102,5cvo,P62068,P0CG47,Q8TAF3,P62068:B(31-366) | P0CG47:C(153-228),P62068:E(31-366) | Q8TAF3:D(13-562)
102,5cvo,P62068,P0CG47,Q8TAF3,P62068:B(31-366) | P0CG47:C(153-228),P62068:B(31-366) | Q8TAF3:A(13-562)
102,5cvo,P62068,P0CG47,Q8TAF3,P62068:E(31-366) | P0CG47:F(77-152),P62068:E(31-366) | Q8TAF3:D(13-562)
102,5cvo,P62068,P0CG47,Q8TAF3,P62068:E(31-366) | P0CG47:F(77-152),P62068:B(31-366) | Q8TAF3:A(13-562)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:M(3-76) | Q9Y5J7:L(5-82)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:N(2-74) | Q9Y5J7:L(5-82)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:O(3-77) | Q9Y5J7:K(8-77)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:M(3-76) | Q9Y5J7:K(8-77)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:G(6-77) | Q9Y5J7:D(13-78)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:H(6-75) | Q9Y5J7:E(10-75)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:H(6-75) | Q9Y5J7:D(13-78)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:G(6-77) | Q9Y5J7:F(13-75)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:I(10-73) | Q9Y5J7:E(10-75)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:O(3-77) | Q9Y5J6:J(3-85),P62072:I(10-73) | Q9Y5J7:F(13-75)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:M(3-76) | Q9Y5J7:L(5-82)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:N(2-74) | Q9Y5J7:L(5-82)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:O(3-77) | Q9Y5J7:K(8-77)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:M(3-76) | Q9Y5J7:K(8-77)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:G(6-77) | Q9Y5J7:D(13-78)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:H(6-75) | Q9Y5J7:E(10-75)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:H(6-75) | Q9Y5J7:D(13-78)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:G(6-77) | Q9Y5J7:F(13-75)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:I(10-73) | Q9Y5J7:E(10-75)
103,7cgp,P62072,Q9Y5J6,Q9Y5J7,P62072:N(2-74) | Q9Y5J6:J(3-85),P62072:I(10-73) | Q9Y5J7:F(13-75)
104,6zxg,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-83),P62244:W(2-130) | P62266:X(2-140)
104,6zlw,P62244,P63220,P62266,P62244:W(2-130) | P63220:Z(1-82),P62244:W(2-130) | P62266:X(2-142)
104,6zxh,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-83),P62244:W(2-130) | P62266:X(2-140)
104,7jqb,P62244,P63220,P62266,P62244:Y(2-130) | P63220:W(1-83),P62244:Y(2-130) | P62266:c(1-142)
104,6zok,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-83),P62244:W(2-130) | P62266:X(2-142)
104,6zoj,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-83),P62244:W(2-130) | P62266:X(2-142)
104,6zvh,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-83),P62244:W(2-130) | P62266:X(2-142)
104,7k5i,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-82),P62244:W(2-130) | P62266:X(2-142)
104,6zmt,P62244,P63220,P62266,P62244:W(2-130) | P63220:Z(1-82),P62244:W(2-130) | P62266:X(2-142)
104,6zxe,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-82),P62244:W(2-130) | P62266:X(2-142)
104,6ybw,P62244,P63220,P62266,P62244:J(2-130) | P63220:K(1-81),P62244:J(2-130) | P62266:E(2-141)
104,6zn5,P62244,P63220,P62266,P62244:W(2-130) | P63220:Z(1-82),P62244:W(2-130) | P62266:X(2-142)
104,6zxd,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-82),P62244:W(2-130) | P62266:X(2-142)
104,7jqc,P62244,P63220,P62266,P62244:Y(2-130) | P63220:W(1-83),P62244:Y(2-130) | P62266:c(1-142)
104,6g5i,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-82),P62244:W(2-130) | P62266:X(2-142)
104,6g5h,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-82),P62244:W(2-130) | P62266:X(2-142)
104,6g18,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-82),P62244:W(2-130) | P62266:X(2-142)
104,6zxf,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-83),P62244:W(2-130) | P62266:X(2-140)
104,5a2q,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-82),P62244:W(2-130) | P62266:X(2-142)
104,5oa3,P62244,P63220,P62266,P62244:W(2-130) | P63220:V(1-82),P62244:W(2-130) | P62266:X(2-142)
105,6zlw,P62249,P39019,P63244,P62249:R(8-146) | P39019:U(2-145),P62249:R(8-146) | P63244:j(2-315)
105,6zxg,P62249,P39019,P63244,P62249:Q(7-146) | P39019:T(2-142),P62249:Q(7-146) | P63244:g(4-312)
105,6zxh,P62249,P39019,P63244,P62249:Q(7-146) | P39019:T(2-142),P62249:Q(7-146) | P63244:g(4-312)
105,6zol,P62249,P39019,P63244,P62249:Q(5-146) | P39019:T(2-145),P62249:Q(5-146) | P63244:g(2-315)
105,6zoj,P62249,P39019,P63244,P62249:Q(5-146) | P39019:T(2-145),P62249:Q(5-146) | P63244:g(2-315)
105,6zvh,P62249,P39019,P63244,P62249:Q(3-146) | P39019:T(2-144),P62249:Q(3-146) | P63244:g(2-314)
105,7k5i,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-145),P62249:Q(8-146) | P63244:g(2-315)
105,6zmt,P62249,P39019,P63244,P62249:R(8-146) | P39019:U(2-145),P62249:R(8-146) | P63244:j(2-315)
105,6zxe,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-145),P62249:Q(8-146) | P63244:g(2-315)
105,6ybs,P62249,P39019,P63244,P62249:Y(6-146) | P39019:d(3-144),P62249:Y(6-146) | P63244:c(2-314)
105,6zxd,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-145),P62249:Q(8-146) | P63244:g(2-315)
105,6zn5,P62249,P39019,P63244,P62249:R(8-146) | P39019:U(2-145),P62249:R(8-146) | P63244:j(2-315)
105,6g5i,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-145),P62249:Q(8-146) | P63244:g(2-315)
105,6g5h,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-145),P62249:Q(8-146) | P63244:g(2-315)
105,6g18,P62249,P39019,P63244,P62249:Q(8-129) | P39019:T(2-145),P62249:Q(8-129) | P63244:g(3-315)
105,6zxf,P62249,P39019,P63244,P62249:Q(7-146) | P39019:T(2-142),P62249:Q(7-146) | P63244:g(4-312)
105,5a2q,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-145),P62249:Q(8-146) | P63244:g(2-315)
105,5flx,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-144),P62249:Q(8-146) | P63244:g(2-315)
105,5oa3,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-145),P62249:Q(8-146) | P63244:g(2-315)
105,4d61,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-144),P62249:Q(8-146) | P63244:g(2-315)
105,4d5l,P62249,P39019,P63244,P62249:Q(8-146) | P39019:T(2-144),P62249:Q(8-146) | P63244:g(2-315)
106,6zlw,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,6zxg,P62266,P62861,P62280,P62266:X(2-140) | P62861:e(1-58),P62266:X(2-140) | P62280:L(3-147)
106,6zxh,P62266,P62861,P62280,P62266:X(2-140) | P62861:e(1-58),P62266:X(2-140) | P62280:L(3-147)
106,6zoj,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,6zok,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,7k5i,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,6zvh,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(2-43),P62266:X(2-142) | P62280:L(2-154)
106,6zmt,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,6zxe,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(5-59),P62266:X(2-142) | P62280:L(2-152)
106,6ybw,P62266,P62861,P62280,P62266:E(2-141) | P62861:F(6-59),P62266:E(2-141) | P62280:B(3-152)
106,6zn5,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,6zxd,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(5-59),P62266:X(2-142) | P62280:L(2-152)
106,6g5i,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,6g5h,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,6g18,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(5-59),P62266:X(2-142) | P62280:L(2-152)
106,6zxf,P62266,P62861,P62280,P62266:X(2-140) | P62861:e(1-58),P62266:X(2-140) | P62280:L(3-147)
106,5a2q,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,5flx,P62266,P62861,P62280,P62266:X(2-140) | P62861:e(3-57),P62266:X(2-140) | P62280:L(6-158)
106,6g4s,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(5-59),P62266:X(2-142) | P62280:L(2-152)
106,6g51,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(5-59),P62266:X(2-142) | P62280:L(2-152)
106,5oa3,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(4-59),P62266:X(2-142) | P62280:L(2-152)
106,6g4w,P62266,P62861,P62280,P62266:X(2-142) | P62861:e(5-59),P62266:X(2-142) | P62280:L(2-152)
