cooperative,common,V1,V2,thetad_V1_V2,degree_common,degree_V1,degree_V2,score,quantile,paralog,common_length,V1_length,V2_length,average_V1_V2
0,P30039,Q52MB2,Q5SXH7,1.181085356,7,8,3,0.44,4,no,288,194,465,329.5
0,P21728,Q6Y2X3,Q9NYX4,1.743103951,7,4,4,0.44,4,no,446,702,217,459.5
0,Q16602,O60895,P01258,2.519835459,7,2,1,0.44,4,no,461,175,141,158
1,Q16602,O60895,P35318,2.519780839,7,2,1,0.44,4,no,461,175,185,180
0,Q53FT3,P35243,Q9H106,0.595803626,7,8,5,0.44,4,no,197,200,197,198.5
0,P04155,Q96PJ5,O00481,0.51848978,8,5,4,0.438,4,no,84,515,513,514
0,O14788,O00300,P05496,1.704579663,8,3,8,0.438,4,no,317,401,136,268.5
0,O75783,P26012,Q86UL8,2.386960021,4,10,10,0.438,4,no,438,769,1455,1112
0,Q8IXA5,Q9Y680,P21754,0.840706131,6,9,7,0.438,4,no,215,222,424,323
0,P15882,P52757,Q9Y5R4,4.152062957,10,7,5,0.436,4,no,459,468,338,403
0,Q9H903,Q9BSH5,Q5T8I9,1.715950172,6,3,8,0.436,4,no,347,251,393,322
0,O00230,P02144,P32745,1.261294883,6,2,3,0.434,4,no,105,154,418,286
0,P04155,Q6UXZ3,Q96PJ5,1.034401821,8,3,5,0.434,4,no,84,194,515,354.5
0,P50747,Q5T0L3,Q86XM0,1.895636983,9,9,1,0.432,4,no,726,261,798,529.5
0,P08588,P30542,Q86UL8,2.264068132,8,9,10,0.432,4,no,477,326,1455,890.5
0,Q16602,O60895,O60894,2.519706787,7,2,2,0.432,4,yes,461,175,148,161.5
0,P42330,P51857,P52895,3.003277678,6,8,7,0.432,4,yes,323,326,323,324.5
0,P52757,P15882,P41222,0.566112004,7,10,7,0.432,4,no,468,459,190,324.5
0,P21941,P20849,O00339,1.529689771,6,7,7,0.43,4,no,496,921,956,938.5
0,Q86UF1,Q5EBL8,P08172,1.408422286,7,8,8,0.43,4,no,283,140,466,303
0,P50213,O43837,Q6EEV6,2.92216501,10,10,7,0.43,4,no,366,385,95,240
0,Q6ZPD9,Q9BXY4,P13671,1.456439089,7,4,4,0.43,4,no,716,272,934,603
0,Q3I5F7,O95670,P52943,1.316327464,2,7,6,0.43,4,no,421,118,208,163
0,Q8TCW7,Q9UJJ9,P31997,3.345434298,10,5,3,0.43,4,no,415,305,349,327
0,Q8N392,Q70Z35,Q7Z6J4,1.542171317,4,5,4,0.43,4,no,663,1606,655,1130.5
0,Q07108,A6NDB9,Q9NZG7,0.638829524,8,5,1,0.428,4,no,199,673,142,407.5
0,P54284,Q08289,Q6FI81,1.472126034,10,3,9,0.428,4,no,484,660,312,486
0,Q99999,Q00888,Q7Z7B1,1.079209742,7,4,9,0.428,4,no,423,419,504,461.5
0,Q6ZPD9,Q9UBN1,Q9BXY4,0.722410551,7,8,4,0.428,4,no,716,327,272,299.5
0,Q92686,P53370,Q9BVG3,3.222274851,9,10,6,0.428,4,no,78,316,475,395.5
0,Q96FZ7,Q0D2K3,Q9H0T7,1.351420499,10,10,7,0.428,4,no,201,151,212,181.5
0,Q6UXZ3,P04155,A8K4G0,0.408530883,3,8,5,0.426,4,no,194,84,201,142.5
0,P30542,P21728,P08588,4.013174989,9,7,8,0.426,4,no,326,446,477,461.5
0,P60369,P07510,Q8N393,0.299614985,9,8,9,0.426,4,no,221,517,782,649.5
0,Q9NZB8,Q9H0T7,P10746,0.89633017,10,7,7,0.426,4,no,636,212,265,238.5
0,P30536,O95153,P29762,1.512509645,5,7,2,0.426,4,no,169,1857,137,997
0,Q9H106,Q53FT3,Q96HU8,0.41127289,5,7,5,0.426,4,no,197,197,199,198
0,P08174,P06681,Q9UHX3,1.95103852,5,3,3,0.424,4,no,381,752,823,787.5
0,O00204,Q96Q35,O43704,1.444005021,8,3,3,0.422,4,no,365,445,296,370.5
0,Q9P218,P48201,Q9BVM4,1.326802646,8,6,2,0.422,4,no,1284,142,153,147.5
0,O14633,Q5T754,Q96NT3,1.536956278,5,2,5,0.422,4,no,110,118,240,179
0,O14633,Q5TA81,Q96NT3,1.619212414,5,4,5,0.422,4,no,110,110,240,175
0,P30039,Q5SXH7,O15232,1.867950053,7,3,8,0.422,4,no,288,465,486,475.5
0,P04628,Q9H461,Q8N474,1.128774312,4,6,6,0.422,4,yes,370,694,314,504
0,Q969L2,Q99259,Q16890,1.35350752,9,6,8,0.422,4,no,176,594,204,399
0,Q96GW7,Q6PHR2,P03956,1.616401608,8,6,5,0.42,4,no,911,472,469,470.5
0,Q15835,P08100,P35243,1.759652716,4,5,8,0.42,4,no,563,348,200,274
0,O43914,P26717,O95944,3.326388261,9,5,3,0.418,4,no,113,231,276,253.5
0,P06681,P08174,P0C0L5,1.152924434,3,5,3,0.418,4,no,752,381,1744,1062.5
0,O95825,Q9HCM2,Q8N1V2,2.113722046,9,3,6,0.418,4,no,349,1894,620,1257
0,P43681,P17787,P62760,2.110275002,3,3,10,0.418,4,no,627,502,191,346.5
0,P09681,P48546,O60241,1.6839442,7,2,2,0.416,4,yes,153,466,1585,1025.5
0,Q96F85,Q96H35,Q8NBC4,0.370386586,9,6,1,0.416,4,no,164,190,194,192
0,Q9GZU5,Q2M3G4,Q10472,1.377129569,10,7,3,0.416,4,no,476,852,559,705.5
0,P04070,Q9UF33,P07225,0.860918722,10,4,9,0.416,4,no,461,1036,676,856
0,P80404,P07306,Q6PIY5,0.280225717,5,4,1,0.416,4,no,500,291,440,365.5
0,O43914,P26717,Q9NP99,0.759725591,9,5,2,0.414,4,no,113,231,234,232.5
0,Q05469,Q00G26,Q0Z7S8,1.093701854,8,6,1,0.414,4,no,1076,463,132,297.5
0,P30273,Q08708,Q9HCN6,1.612812375,4,4,8,0.414,4,no,86,224,339,281.5
0,Q9GZU5,O95372,Q2M3G4,0.268134185,10,8,7,0.414,4,no,476,231,852,541.5
0,Q8N4V2,Q96RJ0,Q9H0Q3,0.334196489,5,4,6,0.414,4,no,548,339,95,217
0,Q9H106,Q8TCD5,Q53FT3,0.29515698,5,6,7,0.414,4,no,197,201,197,199
0,Q92752,O14594,P16112,1.507642815,3,5,5,0.412,4,no,1358,1321,2530,1925.5
0,P21452,P20366,Q9UHF0,0.253051482,2,7,3,0.412,4,no,398,129,121,125
0,Q9BW62,Q9H079,Q14061,1.373487343,8,6,6,0.412,4,no,490,304,63,183.5
0,Q8NA54,Q9Y2C9,P60329,1.207069152,8,3,8,0.412,4,no,791,796,112,454
0,P26678,Q9BXK5,O00631,1.122610618,8,6,3,0.41,4,no,52,485,31,258
0,Q9NQ94,O95319,P41238,1.686195348,7,4,4,0.41,4,no,594,508,236,372
0,Q13477,Q5BJF2,P26010,2.569936664,5,9,7,0.41,4,no,382,176,798,487
0,Q8TCW7,Q5VZK9,Q9UJJ9,1.009777607,10,10,5,0.41,4,no,415,1371,305,838
0,P21145,Q9BZL3,P26715,0.182212829,9,8,8,0.41,4,no,153,60,233,146.5
0,Q68D51,A6NI28,Q8IV36,0.414485573,7,4,4,0.41,4,no,928,874,788,831
0,Q9H106,Q96HU8,Q9UM22,1.591210962,5,5,10,0.41,4,no,197,199,224,211.5
0,Q9NX38,Q9Y6X8,Q7L7X3,1.416969424,7,9,10,0.41,4,no,181,837,1001,919
0,Q8N129,Q7Z5L7,O15335,1.290869467,6,6,2,0.408,4,no,248,613,359,486
0,Q7RTN6,Q9BQE6,Q9H9S4,2.30560324,7,8,5,0.408,4,no,431,289,337,313
0,O43837,P51553,Q9NR23,1.221882687,10,5,3,0.408,4,no,385,393,364,378.5
0,Q96GW9,P31994,Q92947,1.722051796,10,8,8,0.408,4,no,593,310,438,374
0,P36222,Q9UGC7,P08174,1.992633015,9,9,5,0.408,4,no,383,380,381,380.5
0,Q9GZU5,Q5W111,Q2M3G4,1.608847123,10,5,7,0.408,4,no,476,196,852,524
0,Q6ZPD9,P27918,Q9UBN1,0.73442992,7,10,8,0.408,4,no,716,469,327,398
0,P80404,P07306,Q9BRL7,0.345389435,5,4,7,0.408,4,no,500,291,303,297
0,Q00888,Q99999,Q9UQ72,1.104088822,4,7,2,0.408,4,no,419,423,335,379
0,Q86UN6,P57105,A8K855,1.455071855,10,10,7,0.408,4,no,197,145,629,387
0,P29371,P20366,Q9UHF0,0.253051482,2,7,3,0.408,4,no,465,129,121,125
0,Q9BW62,Q9H079,Q9UC07,0.726839931,8,6,2,0.408,4,no,490,304,566,435
0,Q9GZX6,Q08334,Q8N6P7,1.544768099,3,3,4,0.408,4,yes,179,325,574,449.5
0,O14633,Q5T754,Q9BYP8,1.536914758,5,2,1,0.406,4,no,110,118,105,111.5
0,O00300,O14788,O75888,1.538688213,3,8,7,0.406,4,no,401,317,250,283.5
0,Q9NYA1,Q7Z4W1,Q2M3C7,1.762723866,10,5,3,0.406,4,no,384,244,1700,972
0,Q96HY7,Q5VZ52,Q8IXN7,1.265876671,10,3,3,0.406,4,no,919,161,391,276
0,Q9HAH1,Q6ZW76,Q53H54,2.642193096,9,7,4,0.406,4,no,456,656,448,552
0,Q4G0X4,Q14183,Q8WYQ4,1.27349452,10,9,2,0.406,4,no,260,400,148,274
0,Q8N129,Q7Z5L7,O43300,0.794996704,6,6,7,0.404,4,no,248,613,516,564.5
0,Q9H079,Q9BW62,O60303,2.305742994,6,8,6,0.404,4,no,304,490,1618,1054
0,Q8TDM0,Q6QNY0,Q969J3,0.816448437,10,9,10,0.404,4,no,211,202,196,199
0,P80404,Q9BRL7,Q8IWY8,2.218643453,5,7,10,0.404,4,no,500,303,852,577.5
0,Q8N5J2,Q5TC63,Q68CR1,1.225899712,8,6,5,0.404,4,no,469,336,1132,734
0,Q9H106,Q8TCD5,Q9UM22,1.475095052,5,6,10,0.404,4,no,197,201,224,212.5
0,P80098,O00590,P51677,1.75669654,6,6,7,0.402,4,yes,99,384,355,369.5
0,Q9NYA1,Q96S38,Q7Z4W1,0.492234292,10,5,5,0.402,4,no,384,1066,244,655
0,P26715,P54852,Q13241,0.44369758,8,10,6,0.402,4,no,233,163,179,171
0,Q01453,Q9BZL3,P26715,0.182212829,5,8,8,0.402,4,no,160,60,233,146.5
0,Q9BW62,Q14061,Q9UC07,0.646647412,8,6,2,0.402,4,no,490,63,566,314.5
0,Q9NX02,Q9P021,Q56P42,1.979999833,9,8,2,0.4,4,no,1062,101,97,99
0,Q14183,Q4G0X4,Q14184,1.273536849,9,10,3,0.4,4,no,400,260,412,336
0,O43424,A4D2P6,Q16478,0.938467193,8,4,7,0.4,4,no,1007,1211,980,1095.5
0,P00736,O43897,Q9NZP8,0.740368304,8,5,1,0.4,4,no,705,1013,487,750
0,P08246,P08697,P03973,0.734861276,8,5,5,0.4,4,no,267,491,132,311.5
0,Q13324,P06850,Q96RP3,0.436075109,5,4,1,0.4,4,no,411,196,112,154
0,P05187,P10696,Q92643,0.6467648,4,7,9,0.398,4,no,535,532,395,463.5
0,P10916,P35125,Q9NZH8,2.669917828,10,4,3,0.398,4,no,166,1406,169,787.5
0,P52803,P54762,P54756,1.35776562,10,8,4,0.398,4,no,228,984,1037,1010.5
0,Q8N0U8,Q9Y5K3,Q96FM1,1.372638168,7,5,2,0.398,4,no,176,369,320,344.5
0,O43914,P26717,O00241,0.759851216,9,5,2,0.396,3,no,113,231,398,314.5
0,Q92686,P53370,A8K855,1.340169503,9,10,7,0.396,4,no,78,316,629,472.5
0,O00590,P80098,P80075,1.756775324,6,6,2,0.394,3,yes,384,99,99,99
0,O43424,A4D2P6,Q13002,0.938299035,8,4,10,0.394,3,no,1007,1211,908,1059.5
0,P04070,P02776,Q9UF33,1.481433135,10,8,4,0.394,3,no,461,101,1036,568.5
0,P14555,P18054,P04054,1.717779198,4,4,1,0.394,3,no,144,663,148,405.5
0,P29322,P52803,P52798,1.489840698,7,10,5,0.394,3,yes,1005,228,201,214.5
0,P40126,Q9NP58,Q9HCM2,0.639143765,7,10,3,0.394,3,no,519,842,1894,1368
0,Q9BY71,Q8IUC8,Q99965,0.579932181,9,3,7,0.394,3,no,257,556,735,645.5
0,P0DMM9,P50226,Q9BR01,2.069644583,6,7,9,0.392,3,yes,295,295,284,289.5
0,P29728,Q13976,Q8ND71,2.447192577,5,10,6,0.392,3,no,719,671,665,668
0,O00590,P80098,Q99616,1.75666717,6,6,2,0.39,3,yes,384,99,98,98.5
0,P13500,P51677,Q16570,1.216428965,4,7,4,0.39,3,no,99,355,336,345.5
0,P21145,P26715,Q8N539,0.182267069,9,8,1,0.39,3,no,153,233,461,347
0,O43897,P00736,O00187,0.740347032,5,8,9,0.388,3,no,1013,705,686,695.5
0,O43897,P09871,O00187,0.740392377,5,7,9,0.388,3,no,1013,688,686,687
0,P30039,O15232,Q52MB2,3.049035409,7,8,8,0.388,3,no,288,486,194,340
0,Q6ZPD9,Q9UBN1,P13671,0.734028538,7,8,4,0.388,3,no,716,327,934,630.5
0,P35346,P21554,P30874,1.549370714,7,7,7,0.386,3,no,364,472,369,420.5
0,O43914,P26717,Q9NZC2,0.759640961,9,5,4,0.386,3,no,113,231,230,230.5
0,P0DMN0,P50226,O00338,0.568240357,6,7,9,0.386,3,yes,295,295,296,295.5
0,P26678,Q09013,O00631,1.113895441,8,6,3,0.386,3,no,52,629,31,330
0,Q9GZN7,P50993,Q9Y485,3.09943139,10,10,7,0.386,3,no,287,1020,3027,2023.5
0,Q8NAU1,O75808,P38405,0.449821631,9,10,10,0.386,3,no,212,1086,381,733.5
0,Q16206,Q8TC92,Q96Q77,1.541966966,5,5,10,0.386,3,no,610,643,187,415
0,Q8N392,Q96PX9,Q70Z35,1.433467853,4,10,5,0.386,3,no,663,1627,1606,1616.5
0,O95153,Q9H013,P30536,0.167065054,7,5,5,0.384,3,no,1857,955,169,562
0,Q9GZU5,O95372,Q8N412,1.108780309,10,8,3,0.384,3,no,476,231,459,345
0,P08174,P06681,P36222,1.152816801,5,3,9,0.384,3,no,381,752,383,567.5
0,P10696,P05187,Q9UKZ9,0.646514263,7,4,7,0.384,3,no,532,535,415,475
0,Q8WTP8,Q9NTW7,P52943,1.081631991,9,6,6,0.384,3,no,325,645,208,426.5
0,Q9BZW7,Q9BUY5,Q86VK4,0.506006607,9,8,7,0.384,3,no,698,554,478,516
0,P0DMM9,P50226,O00338,0.568240357,6,7,9,0.382,3,yes,295,295,296,295.5
0,P04155,O00481,Q6UXZ3,0.515912041,8,4,3,0.382,3,no,84,513,194,353.5
0,P26678,Q9BXK5,Q16821,1.366560396,8,6,6,0.382,3,no,52,485,1122,803.5
0,Q9BXI9,Q9BWP8,Q9BXJ1,0.39423841,5,10,5,0.382,3,no,278,271,281,276
0,O43837,P50213,P21695,1.222101712,10,10,5,0.382,3,no,385,366,349,357.5
0,P16870,Q9UHC6,Q96P15,0.365753798,10,8,4,0.382,3,no,476,1331,392,861.5
0,Q13976,P29728,Q9UQ03,3.269120467,10,5,6,0.382,3,no,671,719,480,599.5
0,P54284,Q02641,O00305,1.041238083,10,6,6,0.38,3,yes,484,598,520,559
0,O43300,Q8N129,Q9NVV0,0.253622358,7,6,5,0.38,3,no,516,248,291,269.5
0,Q13324,P55089,Q969E3,0.586336604,5,3,1,0.38,3,no,411,124,161,142.5
0,Q08334,Q9GZX6,Q13651,1.5450219,3,3,4,0.38,3,no,325,179,578,378.5
0,Q9HCM2,O95825,P40126,0.556653973,3,9,7,0.38,3,no,1894,349,519,434
0,Q8TC92,Q16206,Q96BQ3,1.541939384,5,5,9,0.38,3,no,643,610,446,528
0,P50225,P50226,O00338,0.568240357,8,7,9,0.378,3,yes,295,295,296,295.5
0,P0DMM9,P50226,Q15777,2.658794572,6,7,8,0.378,3,no,295,295,294,294.5
0,P0DMN0,P50226,Q15777,2.658794572,6,7,8,0.378,3,no,295,295,294,294.5
0,O14633,Q5TA81,Q5T754,0.082256136,5,4,2,0.378,3,yes,110,110,118,114
0,Q14183,Q4G0X4,O14795,1.273525446,9,10,10,0.378,3,no,400,260,1591,925.5
0,P30613,O14807,Q5TFE4,1.453867605,10,9,2,0.378,3,no,574,208,455,331.5
0,Q05469,P49675,Q99541,0.292841837,8,3,3,0.378,3,no,1076,285,437,361
0,Q8N1V2,O95825,O95671,0.169195383,6,9,8,0.378,3,no,620,349,621,485
0,P20366,P29371,P21452,8.24E-05,7,2,2,0.378,3,yes,129,465,398,431.5
0,Q9C0B2,P28566,Q9NUD7,1.175642046,6,7,2,0.378,3,no,1584,365,363,364
0,P54852,Q9NW68,P26715,0.443840574,10,3,8,0.376,3,no,163,430,233,331.5
0,Q9BSE2,Q96IW7,Q8N0V5,0.204802478,9,10,8,0.376,3,no,394,307,402,354.5
0,Q13507,P20591,Q9HCX4,0.473865837,10,8,3,0.376,3,no,921,662,862,762
0,Q05469,P15090,Q99541,0.293020545,8,8,3,0.374,3,no,1076,132,437,284.5
0,P02776,P04070,P10145,0.47304974,8,10,9,0.374,3,no,101,461,99,280
0,P02776,P04070,P49682,0.298497023,8,10,7,0.374,3,no,101,461,368,414.5
0,P05113,P10145,Q01344,1.210136257,3,9,6,0.374,3,no,134,99,420,259.5
0,Q9HCJ6,Q96F05,P05546,0.197779691,4,3,2,0.374,3,no,419,449,499,474
0,Q6P9H4,Q9C0H5,Q9P265,1.01175499,8,6,8,0.374,3,no,555,1083,1576,1329.5
0,A6NDB9,Q07108,Q6IA17,0.294237523,5,8,6,0.372,3,no,673,199,410,304.5
0,P50225,P50226,Q9BR01,2.069644583,8,7,9,0.372,3,yes,295,295,284,289.5
0,P54284,Q6FI81,Q02641,1.472227347,10,9,6,0.372,3,no,484,312,598,455
0,Q05469,P49675,O60240,0.292461626,8,3,4,0.372,3,no,1076,285,522,403.5
0,Q99999,Q00888,Q6UXM1,1.103982327,7,4,8,0.372,3,no,423,419,1119,769
0,Q9Y2I7,Q92562,Q7Z6M1,1.231415811,7,4,6,0.372,3,no,2098,907,372,639.5
0,Q9NXG0,P56730,Q8IYD9,0.5278849,5,3,4,0.372,3,no,1405,875,372,623.5
0,P50226,P0DMM9,Q9UIL8,0.548278954,7,6,1,0.372,3,no,295,295,331,313
0,P50226,P0DMN0,Q9UIL8,0.548607025,7,6,1,0.372,3,no,295,295,331,313
0,P26885,Q16836,Q9BW62,0.641168248,10,8,8,0.37,3,no,142,314,490,402
0,O43559,Q8WXH5,Q8HWS3,0.27442703,10,7,9,0.37,3,no,492,440,928,684
0,P53370,Q92686,Q8IYS1,0.756920921,10,9,7,0.37,3,no,316,78,436,257
0,Q9Y3B1,Q2M3C7,O43715,0.920270276,4,3,7,0.37,3,no,194,1700,76,888
0,Q9BSE2,Q9BXN2,Q96IW7,0.989243856,9,9,10,0.37,3,no,394,247,307,277
0,Q9GZU5,O95372,Q9P0S2,1.108925434,10,8,4,0.37,3,no,476,231,106,168.5
0,P16870,Q9UHC6,Q5GAN3,0.396632842,10,8,6,0.37,3,no,476,1331,156,743.5
0,Q08334,Q9GZX6,P22301,1.544915596,3,3,3,0.37,3,no,325,179,178,178.5
0,P23327,Q9H8G1,Q3KP31,0.560835626,5,7,2,0.37,3,no,699,570,576,573
0,P54284,P08048,O00305,0.909368115,10,4,6,0.368,3,no,484,801,520,660.5
0,P54284,Q6FI81,P08048,1.340357379,10,9,4,0.368,3,no,484,312,801,556.5
0,P51168,Q9Y6X1,P37088,0.410012756,8,4,10,0.368,3,no,640,66,669,367.5
0,P51168,Q9Y6X1,P51170,0.410017207,8,4,10,0.368,3,no,640,66,649,357.5
0,P04155,Q6UXZ3,Q9NYZ4,0.408595791,8,3,1,0.368,3,no,84,194,499,346.5
0,Q96DR8,Q96D96,O15063,0.154496358,10,7,10,0.368,3,no,90,273,1070,671.5
0,O15305,Q96HD9,Q92871,0.857908354,3,4,9,0.368,3,no,246,319,262,290.5
0,Q9BXN2,Q9BZL3,Q9BSE2,0.182324815,9,8,9,0.368,3,no,247,60,394,227
0,Q13324,P55089,P06850,0.150215598,5,3,4,0.368,3,yes,411,124,196,160
0,Q14183,O60478,Q4G0X4,0.947028835,9,6,10,0.366,3,no,400,399,260,329.5
0,P20393,Q96A44,P49441,1.259842199,9,8,4,0.366,3,no,614,273,399,336
0,Q05469,P15090,O60240,0.292640334,8,8,4,0.366,3,no,1076,132,522,327
0,P80404,Q6PIY5,Q8IWY8,2.153479735,5,1,10,0.366,3,no,500,440,852,646
0,P16219,Q9NU23,Q9BRL7,0.091537051,8,6,7,0.366,3,no,412,88,303,195.5
0,Q9BPU9,Q9P2K1,Q9UPM9,0.434554502,6,5,3,0.366,3,no,175,1620,204,912
0,O43914,Q9NP99,O95944,4.086113852,9,2,3,0.364,3,no,113,234,276,255
0,P08236,O43365,P23141,0.2046284,9,6,1,0.364,3,no,651,443,567,505
0,Q96A70,O95190,Q16890,0.118044354,10,4,8,0.364,3,no,460,189,204,196.5
0,Q9NNX6,Q9NTX9,Q9H2X3,1.891772584,6,9,6,0.364,3,no,404,383,399,391
0,Q13324,Q96RP3,P55089,0.586290707,5,1,3,0.364,3,no,411,112,124,118
0,Q9BZL3,Q01453,Q9BXN2,0.624790423,8,5,9,0.364,3,no,60,160,247,203.5
0,Q9H013,Q8TE68,O95153,0.766276537,5,10,7,0.362,3,no,955,723,1857,1290
0,Q9BXN2,Q9BSE2,P53801,0.990054813,9,9,5,0.36,3,no,247,394,180,287
0,P80404,P07306,P51649,0.280179014,5,4,6,0.36,3,no,500,291,535,413
0,Q9UPQ7,Q8NE31,Q9ULV1,0.418992615,10,6,3,0.358,3,no,1066,585,537,561
0,P54284,Q02641,P08048,0.131869968,10,6,4,0.358,3,no,484,598,801,699.5
0,P05496,Q9C0B6,P78410,0.396007479,8,6,6,0.358,3,no,136,783,334,558.5
0,Q7Z3Y8,Q4LEZ3,Q12934,4.21674998,8,1,9,0.358,3,no,459,155,665,410
0,P20366,P21452,Q86UU9,0.253061185,7,2,1,0.358,3,no,129,398,113,255.5
0,Q8TDB6,Q8IXQ6,Q86Y01,0.98502414,9,4,6,0.358,3,no,740,854,620,737
0,P23327,Q9H8G1,Q8IZC7,0.560917798,5,7,8,0.358,3,no,699,570,436,503
0,Q01453,P25189,Q9BZL3,0.182078337,5,1,8,0.358,3,no,160,248,60,154
0,P60329,Q8NA54,Q8WWB5,0.53485887,8,8,6,0.358,3,no,112,791,315,553
0,Q9Y6X1,P51168,Q9H3M0,0.410058286,4,8,2,0.358,3,no,66,640,494,567
0,Q2TAA5,A2RRL7,P17405,0.734204768,7,5,7,0.356,3,no,492,107,631,369
0,O15232,P30039,O00339,1.065216167,8,7,7,0.356,3,no,486,288,956,622
0,P21695,Q8N335,O43837,0.88942318,5,10,10,0.356,3,no,349,351,385,368
0,P10916,Q99972,Q9NZH8,2.653508635,10,7,3,0.356,3,no,166,504,169,336.5
0,Q9BRL7,P80404,P16219,3.51959924,7,5,8,0.356,3,no,303,500,412,456
0,P54284,P08048,Q08289,0.131768655,10,4,3,0.354,3,no,484,801,660,730.5
0,P21728,P30542,Q92847,0.038690033,7,9,3,0.354,3,no,446,326,366,346
0,Q96LW7,Q8N4Y2,P58499,0.26576435,8,3,8,0.354,3,no,228,399,235,317
0,P02776,P04070,P48061,0.472886094,8,10,7,0.354,3,no,101,461,93,277
0,O75648,Q5XKK7,Q9NYD6,0.181464184,6,7,7,0.354,3,no,421,198,342,270
0,Q14721,Q8TDN1,O95259,2.098744764,9,5,5,0.354,3,no,858,519,989,754
0,Q9H106,Q96HU8,Q8TCD5,0.11611591,5,5,6,0.354,3,no,197,199,201,200
0,O43914,Q9NZC2,O95944,4.086029222,9,4,3,0.352,3,no,113,230,276,253
0,O14907,Q86Y01,Q9BST9,0.892695689,6,6,6,0.352,3,no,124,620,563,591.5
0,P07225,P04070,P12259,0.146752539,9,10,8,0.352,3,no,676,461,2224,1342.5
0,P26715,P54852,P21145,0.261418006,8,10,9,0.352,3,no,233,163,153,158
0,Q9NVS9,Q8TCJ0,Q99551,1.048319313,8,9,4,0.35,3,no,261,367,399,383
0,Q9BRQ0,Q86UU0,O00512,0.943480993,2,4,8,0.35,3,yes,406,1499,1426,1462.5
0,Q86Y01,O14907,Q8TDB6,0.892712403,6,6,9,0.35,3,no,620,124,740,432
0,P20151,P35237,P08697,0.114900099,7,6,5,0.35,3,yes,261,376,491,433.5
0,P26678,Q09013,Q16821,1.375275573,8,6,6,0.348,3,no,52,629,1122,875.5
0,Q9BUW7,Q96A05,Q8NA92,0.543612015,10,5,5,0.348,3,no,83,226,274,250
0,P21728,Q6Y2X3,Q92847,0.032722857,7,4,3,0.348,3,no,446,702,366,534
0,P30542,P47900,P21728,1.548712647,9,8,7,0.348,3,no,326,373,446,409.5
0,Q9Y2C9,Q8NA54,Q15399,0.793356207,3,8,8,0.348,3,no,796,791,786,788.5
0,P62256,Q6ZMU5,Q9NXI6,0.526367059,9,6,1,0.348,3,no,183,477,227,352
0,P54852,Q9BUP3,Q9NW68,0.203543974,10,10,3,0.348,3,no,163,242,430,336
0,Q9BSE2,Q9BXN2,Q9NS64,0.989088435,9,9,8,0.348,3,no,394,247,109,178
0,Q9NNX6,Q9NTX9,P28222,0.916131445,6,9,9,0.348,3,no,404,383,390,386.5
0,P08476,Q6WN34,P19883,2.12685366,6,1,10,0.348,3,no,426,429,344,386.5
0,Q8IXA5,Q8N5Z0,Q9Y680,0.840765259,6,1,9,0.348,3,no,215,425,222,323.5
0,Q6ZMV9,P57768,Q9UHY8,4.769795525,6,3,8,0.348,3,no,814,344,353,348.5
0,Q8IUC8,Q9BY71,Q10472,0.579813571,3,9,3,0.348,3,no,556,257,559,408
0,O95190,O14977,Q96A70,2.016134294,4,9,10,0.346,3,yes,189,448,460,454
0,P09210,P08263,Q7RTV2,0.313796778,6,8,1,0.344,3,yes,222,222,222,222
0,P18428,Q03591,O14896,3.069441639,5,8,4,0.342,3,no,481,330,467,398.5
0,Q05469,O60240,Q0Z7S8,0.292511918,8,4,1,0.342,3,no,1076,522,132,327
0,Q9BSE2,Q8N0V5,Q9BXN2,0.784441378,9,8,9,0.342,3,no,394,402,247,324.5
0,Q9Y6X8,Q9NX38,Q9H4I2,1.41699601,9,7,8,0.342,3,no,837,181,956,568.5
0,Q3SY56,Q96DM3,Q86VX9,0.614285784,8,7,2,0.342,3,no,376,657,652,654.5
0,Q8TBJ4,Q6T4P5,Q9ULC3,0.40701177,8,7,7,0.34,3,no,325,718,237,477.5
0,Q9BQC3,Q5XKK7,Q96FX2,2.527853291,9,7,5,0.34,3,no,489,198,82,140
0,Q5XKK7,Q9BQC3,O75648,1.761140245,7,9,6,0.34,3,no,198,489,421,455
0,Q16602,O60896,O60895,0.000225751,7,3,2,0.34,3,yes,461,148,175,161.5
0,P10145,P05113,Q16570,1.209731735,9,3,4,0.34,3,no,99,134,336,235
0,Q3SY56,Q96DM3,Q8N9W5,0.614176018,8,7,2,0.34,3,no,376,657,541,599
0,P26012,Q96S06,O75783,2.667526606,10,4,4,0.338,3,no,769,567,438,502.5
0,P47972,O60353,O95502,0.34457361,5,9,5,0.338,3,no,431,706,500,603
0,Q9NRX4,Q9UJW3,Q96I34,0.696823718,6,6,7,0.338,3,no,125,386,528,457
0,P11226,O43897,P17927,1.952544413,10,5,6,0.336,3,no,248,1013,2039,1526
0,Q8N5Y2,Q9HB21,Q9HCI7,1.6881854,10,10,10,0.336,3,no,521,404,577,490.5
0,P26715,Q01453,P54852,0.443571907,8,5,10,0.336,3,yes,233,160,163,161.5
0,O43323,Q96QV1,O75414,0.413895627,9,5,7,0.334,3,no,396,700,186,443
0,Q05469,Q99541,Q0Z7S8,0.292892129,8,3,1,0.334,3,no,1076,437,132,284.5
0,Q96RJ0,P39086,Q8N4V2,0.71046279,4,7,5,0.334,3,no,339,918,548,733
